record_id,survey_code,interview_date,department_code,municipality_code,urban_rural,respondent_age,respondent_sex,household_size,monthly_income_gtq
VIDEO-002015,ENHOGAR,2026-08-20,13,1335,U,45,X,8,3858.00
VIDEO-002016,ENHOGAR,2026-08-01,14,1436,R,52,NR,3,3995.00
VIDEO-002017,ENHOGAR,2026-08-02,15,1537,U,59,F,6,4132.00
VIDEO-002018,ENHOGAR,2026-08-03,16,1638,U,66,M,1,4269.00
VIDEO-002019,ENHOGAR,2026-08-04,17,1739,R,73,X,4,4406.00
VIDEO-002020,ENHOGAR,2026-08-05,18,1840,U,80,NR,7,4543.00
VIDEO-002021,ENHOGAR,2026-08-06,19,1941,U,87,F,2,4680.00
VIDEO-002022,ENHOGAR,2026-08-07,20,2042,R,21,M,5,4817.00
VIDEO-002023,ENHOGAR,2026-08-08,21,2143,U,28,X,8,4954.00
VIDEO-002024,ENHOGAR,2026-08-09,22,2244,U,35,NR,3,5091.00
VIDEO-002025,ENHOGAR,2026-08-10,01,0145,R,42,F,6,5228.00
VIDEO-002026,ENHOGAR,2026-08-11,02,0246,U,49,M,1,5365.00
VIDEO-002027,ENHOGAR,2026-08-12,03,0347,U,56,X,4,5502.00
VIDEO-002028,ENHOGAR,2026-08-13,04,0448,R,63,NR,7,5639.00
VIDEO-002029,ENHOGAR,2026-08-14,05,0549,U,70,F,2,5776.00
VIDEO-002030,ENHOGAR,2026-08-15,06,0650,U,77,M,5,5913.00
VIDEO-002031,ENHOGAR,2026-08-16,07,0751,R,84,X,8,6050.00
VIDEO-002032,ENHOGAR,2026-08-17,08,0852,U,18,NR,3,6187.00
VIDEO-002033,ENHOGAR,2026-08-18,09,0953,U,25,F,6,6324.00
VIDEO-002034,ENHOGAR,2026-08-19,10,1054,R,32,M,1,6461.00
VIDEO-002035,ENHOGAR,2026-08-20,11,1155,U,39,X,4,6598.00
VIDEO-002036,ENHOGAR,2026-08-01,12,1256,U,46,NR,7,6735.00
VIDEO-002037,ENHOGAR,2026-08-02,13,1357,R,53,F,2,6872.00
VIDEO-002038,ENHOGAR,2026-08-03,14,1458,U,60,M,5,7009.00
VIDEO-002039,ENHOGAR,2026-08-04,15,1559,U,67,X,8,7146.00
VIDEO-002040,ENHOGAR,2026-08-05,16,1660,R,74,NR,3,7283.00
VIDEO-002041,ENHOGAR,2026-08-06,17,1761,U,81,F,6,7420.00
VIDEO-002042,ENHOGAR,2026-08-07,18,1862,U,88,M,1,7557.00
VIDEO-002043,ENHOGAR,2026-08-08,19,1963,R,22,X,4,7694.00
VIDEO-002044,ENHOGAR,2026-08-09,20,2064,U,29,NR,7,7831.00
VIDEO-002045,ENHOGAR,2026-08-10,21,2165,U,36,F,2,7968.00
VIDEO-002046,ENHOGAR,2026-08-11,22,2266,R,43,M,5,8105.00
VIDEO-002047,ENHOGAR,2026-08-12,01,0167,U,50,X,8,8242.00
VIDEO-002048,ENHOGAR,2026-08-13,02,0268,U,57,NR,3,8379.00
VIDEO-002049,ENHOGAR,2026-08-14,03,0369,R,64,F,6,916.00
VIDEO-002050,ENHOGAR,2026-08-15,04,0470,U,71,M,1,1053.00
VIDEO-002051,ENHOGAR,2026-08-16,05,0571,U,78,X,4,1190.00
VIDEO-002052,ENHOGAR,2026-08-17,06,0672,R,85,NR,7,1327.00
VIDEO-002053,ENHOGAR,2026-08-18,07,0773,U,19,F,2,1464.00
VIDEO-002054,ENHOGAR,2026-08-19,08,0874,U,26,M,5,1601.00
VIDEO-002055,ENHOGAR,2026-08-20,09,0975,R,33,X,8,1738.00
VIDEO-002056,ENHOGAR,2026-08-01,10,1076,U,40,NR,3,1875.00
VIDEO-002057,ENHOGAR,2026-08-02,11,1177,U,47,F,6,2012.00
VIDEO-002058,ENHOGAR,2026-08-03,12,1278,R,54,M,1,2149.00
VIDEO-002059,ENHOGAR,2026-08-04,13,1379,U,61,X,4,2286.00
VIDEO-002060,ENHOGAR,2026-08-05,14,1480,U,68,NR,7,2423.00
VIDEO-002061,ENHOGAR,2026-08-06,15,1581,R,75,F,2,2560.00
VIDEO-002062,ENHOGAR,2026-08-07,16,1682,U,82,M,5,2697.00
VIDEO-002063,ENHOGAR,2026-08-08,17,1783,U,89,X,8,2834.00
VIDEO-002064,ENHOGAR,2026-08-09,18,1884,R,23,NR,3,2971.00
VIDEO-002065,ENHOGAR,2026-08-10,19,1985,U,30,F,6,3108.00
VIDEO-002066,ENHOGAR,2026-08-11,20,2086,U,37,M,1,3245.00
VIDEO-002067,ENHOGAR,2026-08-12,21,2187,R,44,X,4,3382.00
VIDEO-002068,ENHOGAR,2026-08-13,22,2288,U,51,NR,7,3519.00
VIDEO-002069,ENHOGAR,2026-08-14,01,0189,U,58,F,2,3656.00
VIDEO-002070,ENHOGAR,2026-08-15,02,0290,R,65,M,5,3793.00
VIDEO-002071,ENHOGAR,2026-08-16,03,0391,U,72,X,8,3930.00
VIDEO-002072,ENHOGAR,2026-08-17,04,0492,U,79,NR,3,4067.00
VIDEO-002073,ENHOGAR,2026-08-18,05,0593,R,86,F,6,4204.00
VIDEO-002074,ENHOGAR,2026-08-19,06,0694,U,20,M,1,4341.00
VIDEO-002075,ENHOGAR,2026-08-20,07,0795,U,27,X,4,4478.00
VIDEO-002076,ENHOGAR,2026-08-01,08,0896,R,34,NR,7,4615.00
VIDEO-002077,ENHOGAR,2026-08-02,09,0997,U,41,F,2,4752.00
VIDEO-002078,ENHOGAR,2026-08-03,10,1098,U,48,M,5,4889.00
VIDEO-002079,ENHOGAR,2026-08-04,11,1199,R,55,X,8,5026.00
VIDEO-002080,ENHOGAR,2026-08-05,12,1201,U,62,NR,3,5163.00
VIDEO-002081,ENHOGAR,2026-08-06,13,1302,U,69,F,6,5300.00
VIDEO-002082,ENHOGAR,2026-08-07,14,1403,R,76,M,1,5437.00
VIDEO-002083,ENHOGAR,2026-08-08,15,1504,U,83,X,4,5574.00
VIDEO-002084,ENHOGAR,2026-08-09,16,1605,U,90,NR,7,5711.00
VIDEO-002085,ENHOGAR,2026-08-10,17,1706,R,24,F,2,5848.00
VIDEO-002086,ENHOGAR,2026-08-11,18,1807,U,31,M,5,5985.00
VIDEO-002087,ENHOGAR,2026-08-12,19,1908,U,38,X,8,6122.00
VIDEO-002088,ENHOGAR,2026-08-13,20,2009,R,45,NR,3,6259.00
VIDEO-002089,ENHOGAR,2026-08-14,21,2110,U,52,F,6,6396.00
VIDEO-002090,ENHOGAR,2026-08-15,22,2211,U,59,M,1,6533.00
VIDEO-002091,ENHOGAR,2026-08-16,01,0112,R,66,X,4,6670.00
VIDEO-002092,ENHOGAR,2026-08-17,02,0213,U,73,NR,7,6807.00
VIDEO-002093,ENHOGAR,2026-08-18,03,0314,U,80,F,2,6944.00
VIDEO-002094,ENHOGAR,2026-08-19,04,0415,R,87,M,5,7081.00
VIDEO-002095,ENHOGAR,2026-08-20,05,0516,U,21,X,8,7218.00
VIDEO-002096,ENHOGAR,2026-08-01,06,0617,U,28,NR,3,7355.00
VIDEO-002097,ENHOGAR,2026-08-02,07,0718,R,35,F,6,7492.00
VIDEO-002098,ENHOGAR,2026-08-03,08,0819,U,42,M,1,7629.00
VIDEO-002099,ENHOGAR,2026-08-04,09,0920,U,49,X,4,7766.00
VIDEO-002100,ENHOGAR,2026-08-05,10,1021,R,56,NR,7,7903.00
VIDEO-002101,ENHOGAR,2026-08-06,11,1122,U,63,F,2,8040.00
VIDEO-002102,ENHOGAR,2026-08-07,12,1223,U,70,M,5,8177.00
VIDEO-002103,ENHOGAR,2026-08-08,13,1324,R,77,X,8,8314.00
VIDEO-002104,ENHOGAR,2026-08-09,14,1425,U,84,NR,3,8451.00
VIDEO-002105,ENHOGAR,2026-08-10,15,1526,U,18,F,6,988.00
VIDEO-002106,ENHOGAR,2026-08-11,16,1627,R,25,M,1,1125.00
VIDEO-002107,ENHOGAR,2026-08-12,17,1728,U,32,X,4,1262.00
VIDEO-002108,ENHOGAR,2026-08-13,18,1829,U,39,NR,7,1399.00
VIDEO-002109,ENHOGAR,2026-08-14,19,1930,R,46,F,2,1536.00
VIDEO-002110,ENHOGAR,2026-08-15,20,2031,U,53,M,5,1673.00
VIDEO-002111,ENHOGAR,2026-08-16,21,2132,U,60,X,8,1810.00
VIDEO-002112,ENHOGAR,2026-08-17,22,2233,R,67,NR,3,1947.00
VIDEO-002113,ENHOGAR,2026-08-18,01,0134,U,74,F,6,2084.00
VIDEO-002114,ENHOGAR,2026-08-19,02,0235,U,81,M,1,2221.00
VIDEO-002115,ENHOGAR,2026-08-20,03,0336,R,88,X,4,2358.00
VIDEO-002116,ENHOGAR,2026-08-01,04,0437,U,22,NR,7,2495.00
VIDEO-002117,ENHOGAR,2026-08-02,05,0538,U,29,F,2,2632.00
VIDEO-002118,ENHOGAR,2026-08-03,06,0639,R,36,M,5,2769.00
VIDEO-002119,ENHOGAR,2026-08-04,07,0740,U,43,X,8,2906.00
VIDEO-002120,ENHOGAR,2026-08-05,08,0841,U,50,NR,3,3043.00
VIDEO-002121,ENHOGAR,2026-08-06,09,0942,R,57,F,6,3180.00
VIDEO-002122,ENHOGAR,2026-08-07,10,1043,U,64,M,1,3317.00
VIDEO-002123,ENHOGAR,2026-08-08,11,1144,U,71,X,4,3454.00
VIDEO-002124,ENHOGAR,2026-08-09,12,1245,R,78,NR,7,3591.00
VIDEO-002125,ENHOGAR,2026-08-10,13,1346,U,85,F,2,3728.00
VIDEO-002126,ENHOGAR,2026-08-11,14,1447,U,19,M,5,3865.00
VIDEO-002127,ENHOGAR,2026-08-12,15,1548,R,26,X,8,4002.00
VIDEO-002128,ENHOGAR,2026-08-13,16,1649,U,33,NR,3,4139.00
VIDEO-002129,ENHOGAR,2026-08-14,17,1750,U,40,F,6,4276.00
VIDEO-002130,ENHOGAR,2026-08-15,18,1851,R,47,M,1,4413.00
VIDEO-002131,ENHOGAR,2026-08-16,19,1952,U,54,X,4,4550.00
VIDEO-002132,ENHOGAR,2026-08-17,20,2053,U,61,NR,7,4687.00
VIDEO-002133,ENHOGAR,2026-08-18,21,2154,R,68,F,2,4824.00
VIDEO-002134,ENHOGAR,2026-08-19,22,2255,U,75,M,5,4961.00
VIDEO-002135,ENHOGAR,2026-08-20,01,0156,U,82,X,8,5098.00
VIDEO-002136,ENHOGAR,2026-08-01,02,0257,R,89,NR,3,5235.00
VIDEO-002137,ENHOGAR,2026-08-02,03,0358,U,23,F,6,5372.00
VIDEO-002138,ENHOGAR,2026-08-03,04,0459,U,30,M,1,5509.00
VIDEO-002139,ENHOGAR,2026-08-04,05,0560,R,37,X,4,5646.00
VIDEO-002140,ENHOGAR,2026-08-05,06,0661,U,44,NR,7,5783.00
VIDEO-002141,ENHOGAR,2026-08-06,07,0762,U,51,F,2,5920.00
VIDEO-002142,ENHOGAR,2026-08-07,08,0863,R,58,M,5,6057.00
VIDEO-002143,ENHOGAR,2026-08-08,09,0964,U,65,X,8,6194.00
VIDEO-002144,ENHOGAR,2026-08-09,10,1065,U,72,NR,3,6331.00
VIDEO-002145,ENHOGAR,2026-08-10,11,1166,R,79,F,6,6468.00
VIDEO-002146,ENHOGAR,2026-08-11,12,1267,U,86,M,1,6605.00
VIDEO-002147,ENHOGAR,2026-08-12,13,1368,U,20,X,4,6742.00
VIDEO-002148,ENHOGAR,2026-08-13,14,1469,R,27,NR,7,6879.00
VIDEO-002149,ENHOGAR,2026-08-14,15,1570,U,34,F,2,7016.00
VIDEO-002150,ENHOGAR,2026-08-15,16,1671,U,41,M,5,7153.00
VIDEO-002151,ENHOGAR,2026-08-16,17,1772,R,48,X,8,7290.00
VIDEO-002152,ENHOGAR,2026-08-17,18,1873,U,55,NR,3,7427.00
VIDEO-002153,ENHOGAR,2026-08-18,19,1974,U,62,F,6,7564.00
VIDEO-002154,ENHOGAR,2026-08-19,20,2075,R,69,M,1,7701.00
VIDEO-002155,ENHOGAR,2026-08-20,21,2176,U,76,X,4,7838.00
VIDEO-002156,ENHOGAR,2026-08-01,22,2277,U,83,NR,7,7975.00
VIDEO-002157,ENHOGAR,2026-08-02,01,0178,R,90,F,2,8112.00
VIDEO-002158,ENHOGAR,2026-08-03,02,0279,U,24,M,5,8249.00
VIDEO-002159,ENHOGAR,2026-08-04,03,0380,U,31,X,8,8386.00
VIDEO-002160,ENHOGAR,2026-08-05,04,0481,R,38,NR,3,923.00
VIDEO-002161,ENHOGAR,2026-08-06,05,0582,U,45,F,6,1060.00
VIDEO-002162,ENHOGAR,2026-08-07,06,0683,U,52,M,1,1197.00
VIDEO-002163,ENHOGAR,2026-08-08,07,0784,R,59,X,4,1334.00
VIDEO-002164,ENHOGAR,2026-08-09,08,0885,U,66,NR,7,1471.00
VIDEO-002165,ENHOGAR,2026-08-10,09,0986,U,73,F,2,1608.00
VIDEO-002166,ENHOGAR,2026-08-11,10,1087,R,80,M,5,1745.00
VIDEO-002167,ENHOGAR,2026-08-12,11,1188,U,87,X,8,1882.00
VIDEO-002168,ENHOGAR,2026-08-13,12,1289,U,21,NR,3,2019.00
VIDEO-002169,ENHOGAR,2026-08-14,13,1390,R,28,F,6,2156.00
VIDEO-002170,ENHOGAR,2026-08-15,14,1491,U,35,M,1,2293.00
VIDEO-002171,ENHOGAR,2026-08-16,15,1592,U,42,X,4,2430.00
VIDEO-002172,ENHOGAR,2026-08-17,16,1693,R,49,NR,7,2567.00
VIDEO-002173,ENHOGAR,2026-08-18,17,1794,U,56,F,2,2704.00
VIDEO-002174,ENHOGAR,2026-08-19,18,1895,U,63,M,5,2841.00
VIDEO-002175,ENHOGAR,2026-08-20,19,1996,R,70,X,8,2978.00
VIDEO-002176,ENHOGAR,2026-08-01,20,2097,U,77,NR,3,3115.00
VIDEO-002177,ENHOGAR,2026-08-02,21,2198,U,84,F,6,3252.00
VIDEO-002178,ENHOGAR,2026-08-03,22,2299,R,18,M,1,3389.00
VIDEO-002179,ENHOGAR,2026-08-04,01,0101,U,25,X,4,3526.00
VIDEO-002180,ENHOGAR,2026-08-05,02,0202,U,32,NR,7,3663.00
VIDEO-002181,ENHOGAR,2026-08-06,03,0303,R,39,F,2,3800.00
VIDEO-002182,ENHOGAR,2026-08-07,04,0404,U,46,M,5,3937.00
VIDEO-002183,ENHOGAR,2026-08-08,05,0505,U,53,X,8,4074.00
VIDEO-002184,ENHOGAR,2026-08-09,06,0606,R,60,NR,3,4211.00
VIDEO-002185,ENHOGAR,2026-08-10,07,0707,U,67,F,6,4348.00
VIDEO-002186,ENHOGAR,2026-08-11,08,0808,U,74,M,1,4485.00
VIDEO-002187,ENHOGAR,2026-08-12,09,0909,R,81,X,4,4622.00
VIDEO-002188,ENHOGAR,2026-08-13,10,1010,U,88,NR,7,4759.00
VIDEO-002189,ENHOGAR,2026-08-14,11,1111,U,22,F,2,4896.00
VIDEO-002190,ENHOGAR,2026-08-15,12,1212,R,29,M,5,5033.00
VIDEO-002191,ENHOGAR,2026-08-16,13,1313,U,36,X,8,5170.00
VIDEO-002192,ENHOGAR,2026-08-17,14,1414,U,43,NR,3,5307.00
VIDEO-002193,ENHOGAR,2026-08-18,15,1515,R,50,F,6,5444.00
VIDEO-002194,ENHOGAR,2026-08-19,16,1616,U,57,M,1,5581.00
VIDEO-002195,ENHOGAR,2026-08-20,17,1717,U,64,X,4,5718.00
VIDEO-002196,ENHOGAR,2026-08-01,18,1818,R,71,NR,7,5855.00
VIDEO-002197,ENHOGAR,2026-08-02,19,1919,U,78,F,2,5992.00
VIDEO-002198,ENHOGAR,2026-08-03,20,2020,U,85,M,5,6129.00
VIDEO-002199,ENHOGAR,2026-08-04,21,2121,R,19,X,8,6266.00
VIDEO-002200,ENHOGAR,2026-08-05,22,2222,U,26,NR,3,6403.00
VIDEO-002201,ENHOGAR,2026-08-06,01,0123,U,33,F,6,6540.00
VIDEO-002202,ENHOGAR,2026-08-07,02,0224,R,40,M,1,6677.00
VIDEO-002203,ENHOGAR,2026-08-08,03,0325,U,47,X,4,6814.00
VIDEO-002204,ENHOGAR,2026-08-09,04,0426,U,54,NR,7,6951.00
VIDEO-002205,ENHOGAR,2026-08-10,05,0527,R,61,F,2,7088.00
VIDEO-002206,ENHOGAR,2026-08-11,06,0628,U,68,M,5,7225.00
VIDEO-002207,ENHOGAR,2026-08-12,07,0729,U,75,X,8,7362.00
VIDEO-002208,ENHOGAR,2026-08-13,08,0830,R,82,NR,3,7499.00
VIDEO-002209,ENHOGAR,2026-08-14,09,0931,U,89,F,6,7636.00
VIDEO-002210,ENHOGAR,2026-08-15,10,1032,U,23,M,1,7773.00
VIDEO-002211,ENHOGAR,2026-08-16,11,1133,R,30,X,4,7910.00
VIDEO-002212,ENHOGAR,2026-08-17,12,1234,U,37,NR,7,8047.00
VIDEO-002213,ENHOGAR,2026-08-18,13,1335,U,44,F,2,8184.00
VIDEO-002214,ENHOGAR,2026-08-19,14,1436,R,51,M,5,8321.00
VIDEO-002215,ENHOGAR,2026-08-20,15,1537,U,58,X,8,8458.00
VIDEO-002216,ENHOGAR,2026-08-01,16,1638,U,65,NR,3,995.00
VIDEO-002217,ENHOGAR,2026-08-02,17,1739,R,72,F,6,1132.00
VIDEO-002218,ENHOGAR,2026-08-03,18,1840,U,79,M,1,1269.00
VIDEO-002219,ENHOGAR,2026-08-04,19,1941,U,86,X,4,1406.00
VIDEO-002220,ENHOGAR,2026-08-05,20,2042,R,20,NR,7,1543.00
VIDEO-002221,ENHOGAR,2026-08-06,21,2143,U,27,F,2,1680.00
VIDEO-002222,ENHOGAR,2026-08-07,22,2244,U,34,M,5,1817.00
VIDEO-002223,ENHOGAR,2026-08-08,01,0145,R,41,X,8,1954.00
VIDEO-002224,ENHOGAR,2026-08-09,02,0246,U,48,NR,3,2091.00
VIDEO-002225,ENHOGAR,2026-08-10,03,0347,U,55,F,6,2228.00
VIDEO-002226,ENHOGAR,2026-08-11,04,0448,R,62,M,1,2365.00
VIDEO-002227,ENHOGAR,2026-08-12,05,0549,U,69,X,4,2502.00
VIDEO-002228,ENHOGAR,2026-08-13,06,0650,U,76,NR,7,2639.00
VIDEO-002229,ENHOGAR,2026-08-14,07,0751,R,83,F,2,2776.00
VIDEO-002230,ENHOGAR,2026-08-15,08,0852,U,90,M,5,2913.00
VIDEO-002231,ENHOGAR,2026-08-16,09,0953,U,24,X,8,3050.00
VIDEO-002232,ENHOGAR,2026-08-17,10,1054,R,31,NR,3,3187.00
VIDEO-002233,ENHOGAR,2026-08-18,11,1155,U,38,F,6,3324.00
VIDEO-002234,ENHOGAR,2026-08-19,12,1256,U,45,M,1,3461.00
VIDEO-002235,ENHOGAR,2026-08-20,13,1357,R,52,X,4,3598.00
VIDEO-002236,ENHOGAR,2026-08-01,14,1458,U,59,NR,7,3735.00
VIDEO-002237,ENHOGAR,2026-08-02,15,1559,U,66,F,2,3872.00
VIDEO-002238,ENHOGAR,2026-08-03,16,1660,R,73,M,5,4009.00
VIDEO-002239,ENHOGAR,2026-08-04,17,1761,U,80,X,8,4146.00
VIDEO-002240,ENHOGAR,2026-08-05,18,1862,U,87,NR,3,4283.00
VIDEO-002241,ENHOGAR,2026-08-06,19,1963,R,21,F,6,4420.00
VIDEO-002242,ENHOGAR,2026-08-07,20,2064,U,28,M,1,4557.00
VIDEO-002243,ENHOGAR,2026-08-08,21,2165,U,35,X,4,4694.00
VIDEO-002244,ENHOGAR,2026-08-09,22,2266,R,42,NR,7,4831.00
VIDEO-002245,ENHOGAR,2026-08-10,01,0167,U,49,F,2,4968.00
VIDEO-002246,ENHOGAR,2026-08-11,02,0268,U,56,M,5,5105.00
VIDEO-002247,ENHOGAR,2026-08-12,03,0369,R,63,X,8,5242.00
VIDEO-002248,ENHOGAR,2026-08-13,04,0470,U,70,NR,3,5379.00
VIDEO-002249,ENHOGAR,2026-08-14,05,0571,U,77,F,6,5516.00
VIDEO-002250,ENHOGAR,2026-08-15,06,0672,R,84,M,1,5653.00
VIDEO-002251,ENHOGAR,2026-08-16,07,0773,U,18,X,4,5790.00
VIDEO-002252,ENHOGAR,2026-08-17,08,0874,U,25,NR,7,5927.00
VIDEO-002253,ENHOGAR,2026-08-18,09,0975,R,32,F,2,6064.00
VIDEO-002254,ENHOGAR,2026-08-19,10,1076,U,39,M,5,6201.00
VIDEO-002255,ENHOGAR,2026-08-20,11,1177,U,46,X,8,6338.00
VIDEO-002256,ENHOGAR,2026-08-01,12,1278,R,53,NR,3,6475.00
VIDEO-002257,ENHOGAR,2026-08-02,13,1379,U,60,F,6,6612.00
VIDEO-002258,ENHOGAR,2026-08-03,14,1480,U,67,M,1,6749.00
VIDEO-002259,ENHOGAR,2026-08-04,15,1581,R,74,X,4,6886.00
VIDEO-002260,ENHOGAR,2026-08-05,16,1682,U,81,NR,7,7023.00
VIDEO-002261,ENHOGAR,2026-08-06,17,1783,U,88,F,2,7160.00
VIDEO-002262,ENHOGAR,2026-08-07,18,1884,R,22,M,5,7297.00
VIDEO-002263,ENHOGAR,2026-08-08,19,1985,U,29,X,8,7434.00
VIDEO-002264,ENHOGAR,2026-08-09,20,2086,U,36,NR,3,7571.00
VIDEO-002265,ENHOGAR,2026-08-10,21,2187,R,43,F,6,7708.00
VIDEO-002266,ENHOGAR,2026-08-11,22,2288,U,50,M,1,7845.00
VIDEO-002267,ENHOGAR,2026-08-12,01,0189,U,57,X,4,7982.00
VIDEO-002268,ENHOGAR,2026-08-13,02,0290,R,64,NR,7,8119.00
VIDEO-002269,ENHOGAR,2026-08-14,03,0391,U,71,F,2,8256.00
VIDEO-002270,ENHOGAR,2026-08-15,04,0492,U,78,M,5,8393.00
VIDEO-002271,ENHOGAR,2026-08-16,05,0593,R,85,X,8,930.00
VIDEO-002272,ENHOGAR,2026-08-17,06,0694,U,19,NR,3,1067.00
VIDEO-002273,ENHOGAR,2026-08-18,07,0795,U,26,F,6,1204.00
VIDEO-002274,ENHOGAR,2026-08-19,08,0896,R,33,M,1,1341.00
VIDEO-002275,ENHOGAR,2026-08-20,09,0997,U,40,X,4,1478.00
VIDEO-002276,ENHOGAR,2026-08-01,10,1098,U,47,NR,7,1615.00
VIDEO-002277,ENHOGAR,2026-08-02,11,1199,R,54,F,2,1752.00
VIDEO-002278,ENHOGAR,2026-08-03,12,1201,U,61,M,5,1889.00
VIDEO-002279,ENHOGAR,2026-08-04,13,1302,U,68,X,8,2026.00
VIDEO-002280,ENHOGAR,2026-08-05,14,1403,R,75,NR,3,2163.00
VIDEO-002281,ENHOGAR,2026-08-06,15,1504,U,82,F,6,2300.00
VIDEO-002282,ENHOGAR,2026-08-07,16,1605,U,89,M,1,2437.00
VIDEO-002283,ENHOGAR,2026-08-08,17,1706,R,23,X,4,2574.00
VIDEO-002284,ENHOGAR,2026-08-09,18,1807,U,30,NR,7,2711.00
VIDEO-002285,ENHOGAR,2026-08-10,19,1908,U,37,F,2,2848.00
VIDEO-002286,ENHOGAR,2026-08-11,20,2009,R,44,M,5,2985.00
VIDEO-002287,ENHOGAR,2026-08-12,21,2110,U,51,X,8,3122.00
VIDEO-002288,ENHOGAR,2026-08-13,22,2211,U,58,NR,3,3259.00
VIDEO-002289,ENHOGAR,2026-08-14,01,0112,R,65,F,6,3396.00
VIDEO-002290,ENHOGAR,2026-08-15,02,0213,U,72,M,1,3533.00
VIDEO-002291,ENHOGAR,2026-08-16,03,0314,U,79,X,4,3670.00
VIDEO-002292,ENHOGAR,2026-08-17,04,0415,R,86,NR,7,3807.00
VIDEO-002293,ENHOGAR,2026-08-18,05,0516,U,20,F,2,3944.00
VIDEO-002294,ENHOGAR,2026-08-19,06,0617,U,27,M,5,4081.00
VIDEO-002295,ENHOGAR,2026-08-20,07,0718,R,34,X,8,4218.00
VIDEO-002296,ENHOGAR,2026-08-01,08,0819,U,41,NR,3,4355.00
VIDEO-002297,ENHOGAR,2026-08-02,09,0920,U,48,F,6,4492.00
VIDEO-002298,ENHOGAR,2026-08-03,10,1021,R,55,M,1,4629.00
VIDEO-002299,ENHOGAR,2026-08-04,11,1122,U,62,X,4,4766.00
VIDEO-002300,ENHOGAR,2026-08-05,12,1223,U,69,NR,7,4903.00
VIDEO-002301,ENHOGAR,2026-08-06,13,1324,R,76,F,2,5040.00
VIDEO-002302,ENHOGAR,2026-08-07,14,1425,U,83,M,5,5177.00
VIDEO-002303,ENHOGAR,2026-08-08,15,1526,U,90,X,8,5314.00
VIDEO-002304,ENHOGAR,2026-08-09,16,1627,R,24,NR,3,5451.00
VIDEO-002305,ENHOGAR,2026-08-10,17,1728,U,31,F,6,5588.00
VIDEO-002306,ENHOGAR,2026-08-11,18,1829,U,38,M,1,5725.00
VIDEO-002307,ENHOGAR,2026-08-12,19,1930,R,45,X,4,5862.00
VIDEO-002308,ENHOGAR,2026-08-13,20,2031,U,52,NR,7,5999.00
VIDEO-002309,ENHOGAR,2026-08-14,21,2132,U,59,F,2,6136.00
VIDEO-002310,ENHOGAR,2026-08-15,22,2233,R,66,M,5,6273.00
VIDEO-002311,ENHOGAR,2026-08-16,01,0134,U,73,X,8,6410.00
VIDEO-002312,ENHOGAR,2026-08-17,02,0235,U,80,NR,3,6547.00
VIDEO-002313,ENHOGAR,2026-08-18,03,0336,R,87,F,6,6684.00
VIDEO-002314,ENHOGAR,2026-08-19,04,0437,U,21,M,1,6821.00
VIDEO-002315,ENHOGAR,2026-08-20,05,0538,U,28,X,4,6958.00
VIDEO-002316,ENHOGAR,2026-08-01,06,0639,R,35,NR,7,7095.00
VIDEO-002317,ENHOGAR,2026-08-02,07,0740,U,42,F,2,7232.00
VIDEO-002318,ENHOGAR,2026-08-03,08,0841,U,49,M,5,7369.00
VIDEO-002319,ENHOGAR,2026-08-04,09,0942,R,56,X,8,7506.00
VIDEO-002320,ENHOGAR,2026-08-05,10,1043,U,63,NR,3,7643.00
VIDEO-002321,ENHOGAR,2026-08-06,11,1144,U,70,F,6,7780.00
VIDEO-002322,ENHOGAR,2026-08-07,12,1245,R,77,M,1,7917.00
VIDEO-002323,ENHOGAR,2026-08-08,13,1346,U,84,X,4,8054.00
VIDEO-002324,ENHOGAR,2026-08-09,14,1447,U,18,NR,7,8191.00
VIDEO-002325,ENHOGAR,2026-08-10,15,1548,R,25,F,2,8328.00
VIDEO-002326,ENHOGAR,2026-08-11,16,1649,U,32,M,5,8465.00
VIDEO-002327,ENHOGAR,2026-08-12,17,1750,U,39,X,8,1002.00
VIDEO-002328,ENHOGAR,2026-08-13,18,1851,R,46,NR,3,1139.00
VIDEO-002329,ENHOGAR,2026-08-14,19,1952,U,53,F,6,1276.00
VIDEO-002330,ENHOGAR,2026-08-15,20,2053,U,60,M,1,1413.00
VIDEO-002331,ENHOGAR,2026-08-16,21,2154,R,67,X,4,1550.00
VIDEO-002332,ENHOGAR,2026-08-17,22,2255,U,74,NR,7,1687.00
VIDEO-002333,ENHOGAR,2026-08-18,01,0156,U,81,F,2,1824.00
VIDEO-002334,ENHOGAR,2026-08-19,02,0257,R,88,M,5,1961.00
VIDEO-002335,ENHOGAR,2026-08-20,03,0358,U,22,X,8,2098.00
VIDEO-002336,ENHOGAR,2026-08-01,04,0459,U,29,NR,3,2235.00
VIDEO-002337,ENHOGAR,2026-08-02,05,0560,R,36,F,6,2372.00
VIDEO-002338,ENHOGAR,2026-08-03,06,0661,U,43,M,1,2509.00
VIDEO-002339,ENHOGAR,2026-08-04,07,0762,U,50,X,4,2646.00
VIDEO-002340,ENHOGAR,2026-08-05,08,0863,R,57,NR,7,2783.00
VIDEO-002341,ENHOGAR,2026-08-06,09,0964,U,64,F,2,2920.00
VIDEO-002342,ENHOGAR,2026-08-07,10,1065,U,71,M,5,3057.00
VIDEO-002343,ENHOGAR,2026-08-08,11,1166,R,78,X,8,3194.00
VIDEO-002344,ENHOGAR,2026-08-09,12,1267,U,85,NR,3,3331.00
