record_id,survey_code,interview_date,department_code,municipality_code,urban_rural,respondent_age,respondent_sex,household_size,monthly_income_gtq
HOGAR-002641,ENHOGAR,2026-08-09,01,0167,U,36,F,4,5517.00
HOGAR-002642,ENHOGAR,2026-08-10,02,0268,U,43,M,7,5654.00
HOGAR-002643,ENHOGAR,2026-08-11,03,0369,R,50,X,2,5791.00
HOGAR-002644,ENHOGAR,2026-08-12,04,0470,U,57,NR,5,5928.00
HOGAR-002645,ENHOGAR,2026-08-13,05,0571,U,64,F,8,6065.00
HOGAR-002646,ENHOGAR,2026-08-14,06,0672,R,71,M,3,6202.00
HOGAR-002647,ENHOGAR,2026-08-15,07,0773,U,78,X,6,6339.00
HOGAR-002648,ENHOGAR,2026-08-16,08,0874,U,85,NR,1,6476.00
HOGAR-002649,ENHOGAR,2026-08-17,09,0975,R,19,F,4,6613.00
HOGAR-002650,ENHOGAR,2026-08-18,10,1076,U,26,M,7,6750.00
HOGAR-002651,ENHOGAR,2026-08-19,11,1177,U,33,X,2,6887.00
HOGAR-002652,ENHOGAR,2026-08-20,12,1278,R,40,NR,5,7024.00
HOGAR-002653,ENHOGAR,2026-08-21,13,1379,U,47,F,8,7161.00
HOGAR-002654,ENHOGAR,2026-08-22,14,1480,U,54,M,3,7298.00
HOGAR-002655,ENHOGAR,2026-08-23,15,1581,R,61,X,6,7435.00
HOGAR-002656,ENHOGAR,2026-08-24,16,1682,U,68,NR,1,7572.00
HOGAR-002657,ENHOGAR,2026-08-25,17,1783,U,75,F,4,7709.00
HOGAR-002658,ENHOGAR,2026-08-26,18,1884,R,82,M,7,7846.00
HOGAR-002659,ENHOGAR,2026-08-27,19,1985,U,89,X,2,7983.00
HOGAR-002660,ENHOGAR,2026-08-28,20,2086,U,23,NR,5,8120.00
HOGAR-002661,ENHOGAR,2026-08-01,21,2187,R,135,F,8,8257.00
HOGAR-002662,ENHOGAR,2026-08-02,22,2288,U,37,M,3,8394.00
HOGAR-002663,ENHOGAR,2026-08-03,01,0189,U,44,X,6,931.00
HOGAR-002664,ENHOGAR,2026-08-04,02,0290,R,51,NR,1,1068.00
HOGAR-002665,ENHOGAR,2026-08-05,03,0391,U,58,F,4,1205.00
HOGAR-002666,ENHOGAR,2026-08-06,04,0492,U,65,M,7,1342.00
HOGAR-002667,ENHOGAR,2026-08-07,05,0593,R,72,X,2,1479.00
HOGAR-002668,ENHOGAR,2026-08-08,06,0694,U,79,NR,5,1616.00
HOGAR-002669,ENHOGAR,2026-08-09,07,0795,U,86,F,8, 1753.00 
HOGAR-002670,ENHOGAR,2026-08-10,08,0896,R,20,M,3,1890.00
HOGAR-002671,ENHOGAR,2026-08-11,09,0997,U,27,X,6,2027.00
HOGAR-002672,ENHOGAR,2026-08-12,10,1098,U,34,NR,1,2164.00
HOGAR-002673,ENHOGAR,2026-08-13,11,1199,R,41,F,4,2301.00
HOGAR-002674,ENHOGAR,2026-08-14,12,1201,U,48,M,7,2438.00
HOGAR-002675,ENHOGAR,2026-08-15,13,1302,U,55,X,2,2575.00
HOGAR-002676,ENHOGAR,2026-08-16,14,1403,R,62,NR,5,2712.00
HOGAR-002677,ENHOGAR,2026-08-17,15,1504,U,69,F,8,2849.00
HOGAR-002678,ENHOGAR,2026-08-18,16,1605,U,76,M,3,2986.00
HOGAR-002679,ENHOGAR,2026-08-19,17,1706,R,83,X,6,3123.00
HOGAR-002680,ENHOGAR,2026-08-20,18,1807,U,90,NR,1,3260.00
HOGAR-002681,ENHOGAR,2026-08-21,19,1908,U,24,F,4,3397.00
HOGAR-002682,ENHOGAR,2026-08-22,20,2009,R,31,M,7,3534.00
HOGAR-002683,ENHOGAR,2026-08-23,21,2110,U,38,X,2,3671.00
HOGAR-002684,ENHOGAR,2026-08-24,22,2211,U,45,NR,5,3808.00
HOGAR-002685,ENHOGAR,2026-08-25,01,0112,R,52,F,8,3945.00
HOGAR-002686,ENHOGAR,2026-08-26,02,0213,U,59,M,3,4082.00
HOGAR-002687,ENHOGAR,2026-08-27,03,0314,U,66,X,6,4219.00
HOGAR-002688,ENHOGAR,2026-08-28,04,0415,R,73,NR,1,4356.00
HOGAR-002689,ENHOGAR,2026-08-01,05,0516,U,80,F,4,4493.00
HOGAR-002690,ENHOGAR,2026-08-02,06,0617,U,87,M,7,4630.00
HOGAR-002691,ENHOGAR,2026-08-03,07,0718,R,21,X,2,4767.00
HOGAR-002692,ENHOGAR,2026-08-04,08,0819,U,28,NR,5,4904.00
HOGAR-002693,ENHOGAR,2026-08-05,09,0920,U,35,F,8,5041.00
HOGAR-002694,ENHOGAR,2026-08-06,10,1021,R,42,M,3,5178.00
HOGAR-002695,ENHOGAR,2026-08-07,11,1122,U,49,X,6,5315.00
HOGAR-002696,ENHOGAR,2026-08-08,12,1223,U,56,NR,1,5452.00
HOGAR-002697,ENHOGAR,2026-08-09,13,1324,R,63,F,4,5589.00
HOGAR-002698,ENHOGAR,2026-08-10,14,1425,U,70,M,7,5726.00
HOGAR-002699,ENHOGAR,2026-08-11,15,1526,U,77,X,2,5863.00
HOGAR-002700,ENHOGAR,2026-08-12,16,1627,R,84,NR,5,6000.00
HOGAR-002701,ENHOGAR,2026-08-13,17,1728,U,18,F,8,6137.00
HOGAR-002702,ENHOGAR,2026-08-14,18,1829,U,25,M,3,6274.00
HOGAR-002703,ENHOGAR,2026-08-15,19,1930,R,32,X,6,6411.00
HOGAR-002704,ENHOGAR,2026-08-16,20,2031,U,39,NR,1,6548.00
HOGAR-002705,ENHOGAR,2026-08-17,21,2132,U,46,F,4,6685.00
HOGAR-002706,ENHOGAR,2026-08-18,22,2233,R,53,M,7,6822.00
HOGAR-002707,ENHOGAR,2026-08-19,01,0134,U,60,X,2,6959.00
HOGAR-002708,ENHOGAR,2026-08-20,02,0235,U,67,NR,5,7096.00
HOGAR-002709,ENHOGAR,2026-08-21,03,0336,R,74,F,8,7233.00
HOGAR-002710,ENHOGAR,2026-08-22,04,0437,U,81,M,3,7370.00
HOGAR-002711,ENHOGAR,2026-08-23,05,0538,U,88,X,6,7507.00
HOGAR-002712,ENHOGAR,2026-08-24,06,0639,R,22,NR,1,7644.00
HOGAR-002713,ENHOGAR,2026-08-25,07,0740,U,29,F,4,7781.00
HOGAR-002714,ENHOGAR,2026-08-26,08,0841,U,36,M,7,7918.00
HOGAR-002715,ENHOGAR,2026-08-27,09,0942,R,43,X,2,8055.00
HOGAR-002716,ENHOGAR,2026-08-28,10,1043,U,50,NR,5,8192.00
HOGAR-002717,ENHOGAR,2026-08-01,11,1144,U,57,F,8,8329.00
HOGAR-002718,ENHOGAR,2026-08-02,12,1245,R,64,M,3,8466.00
HOGAR-002719,ENHOGAR,2026-08-03,13,1346,U,71,X,6,1003.00
HOGAR-002720,ENHOGAR,2026-08-04,14,1447,U,78,NR,1,1140.00
HOGAR-002721,ENHOGAR,2026-08-05,15,1548,R,85,F,4,1277.00
HOGAR-002722,ENHOGAR,2026-08-06,16,1649,U,19,M,7,1414.00
HOGAR-002723,ENHOGAR,2026-08-07,17,1750,U,26,X,2,1551.00
HOGAR-002724,ENHOGAR,2026-08-08,18,1851,R,33,NR,5,1688.00
HOGAR-002725,ENHOGAR,2026-08-09,19,1952,U,40,F,8,1825.00
HOGAR-002726,ENHOGAR,2026-08-10,20,2053,U,47,M,3,1962.00
HOGAR-002727,ENHOGAR,2026-08-11,21,2154,R,54,X,6,2099.00
HOGAR-002728,ENHOGAR,2026-08-12,22,2255,U,61,NR,1,2236.00
HOGAR-002729,ENHOGAR,2026-08-13,01,0156,U,68,F,4,2373.00
HOGAR-002730,ENHOGAR,2026-08-14,02,0257,R,75,M,7,2510.00
HOGAR-002731,ENHOGAR,2026-08-15,03,0358,U,82,X,2,2647.00
HOGAR-002732,ENHOGAR,2026-08-16,04,0459,U,89,NR,5,2784.00
HOGAR-002733,ENHOGAR,2026-08-17,05,0560,X,23,F,8,2921.00
HOGAR-002734,ENHOGAR,2026-08-18,06,0661,U,30,M,3,3058.00
HOGAR-002735,ENHOGAR,2026-08-19,07,0762,U,37,X,6,3195.00
HOGAR-002736,ENHOGAR,2026-08-20,08,0863,R,44,NR,1,3332.00
HOGAR-002737,ENHOGAR,2026-08-21,09,0964,U,51,F,4,3469.00
HOGAR-002738,ENHOGAR,2026-08-22,10,1065,U,58,M,7,3606.00
HOGAR-002739,ENHOGAR,2026-08-23,11,1166,R,65,X,2,3743.00
HOGAR-002740,ENHOGAR,2026-08-24,12,1267,U,72,NR,5,3880.00
HOGAR-002741,ENHOGAR,2026-08-25,13,1368,U,79,F,8,4017.00
HOGAR-002742,ENHOGAR,2026-08-26,14,1469,R,86,M,3,4154.00
HOGAR-002743,ENHOGAR,2026-08-27,15,1570,U,20,X,6,4291.00
HOGAR-002744,ENHOGAR,2026-08-28,16,1671,U,27,NR,1,4428.00
HOGAR-002745,ENHOGAR,2026-08-01,17,1772,R,34,F,4,4565.00
HOGAR-002746,ENHOGAR,2026-08-02,18,1873,U,41,M,7,4702.00
HOGAR-002747,ENHOGAR,2026-08-03,19,1974,U,48,X,2,4839.00
HOGAR-002748,ENHOGAR,2026-08-04,20,2075,R,55,NR,5,4976.00
HOGAR-002749,ENHOGAR,2026-08-05,21,2176,U,62,F,8,5113.00
HOGAR-002750,ENHOGAR,2026-08-06,22,2277,U,69,M,3,5250.00
HOGAR-002751,ENHOGAR,2026-08-07,01,0178,R,76,X,6,5387.00
HOGAR-002752,ENHOGAR,2026-08-08,02,0279,U,83,NR,1,5524.00
HOGAR-002753,ENHOGAR,2026-08-09,03,0380,U,90,F,4,5661.00
HOGAR-002754,ENHOGAR,2026-08-10,04,0481,R,24,M,7,5798.00
HOGAR-002755,ENHOGAR,2026-08-11,05,0582,U,31,X,2,5935.00
HOGAR-002756,ENHOGAR,2026-08-12,06,0683,U,38,NR,5,6072.00
HOGAR-002757,ENHOGAR,2026-08-13,07,0784,R,45,F,8,6209.00
HOGAR-002758,ENHOGAR,2026-08-14,08,0885,U,52,M,3,6346.00
HOGAR-002759,ENHOGAR,2026-08-15,09,0986,U,59,X,6,6483.00
HOGAR-002760,ENHOGAR,2026-08-16,10,1087,R,66,NR,1,6620.00
HOGAR-002761,ENHOGAR,2026-08-17,11,1188,U,73,F,4,6757.00
HOGAR-002762,ENHOGAR,2026-08-18,12,1289,U,80,M,7,6894.00
HOGAR-002763,ENHOGAR,2026-08-19,13,1390,R,87,X,2,7031.00
HOGAR-002764,ENHOGAR,2026-08-20,14,1491,U,21,NR,5,7168.00
HOGAR-002765,ENHOGAR,2026-08-21,15,1592,U,28,F,8,7305.00
HOGAR-002766,ENHOGAR,2026-08-22,16,1693,R,35,M,3,7442.00
HOGAR-002767,ENHOGAR,2026-08-23,17,1794,U,42,X,6,7579.00
HOGAR-002768,ENHOGAR,2026-08-24,18,1895,U,49,NR,1,7716.00
HOGAR-002769,ENHOGAR,2026-08-25,19,1996,R,56,F,4,7853.00
HOGAR-002770,ENHOGAR,2026-08-26,20,2097,U,63,M,7,7990.00
HOGAR-002771,ENHOGAR,2026-08-27,21,2198,U,70,X,2,8127.00
HOGAR-002772,ENHOGAR,2026-08-28,22,2299,R,77,NR,5,8264.00
HOGAR-002773,ENHOGAR,2026-08-01,01,0101,U,84,F,8,8401.00
HOGAR-002774,ENHOGAR,2026-08-02,02,0202,U,18,M,3,938.00
HOGAR-002775,ENHOGAR,2026-08-03,03,0303,R,25,X,6,1075.00
HOGAR-002776,ENHOGAR,2026-08-04,04,0404,U,32,NR,1,1212.00
HOGAR-002777,ENHOGAR,2026-08-05,05,0505,U,39,F,4,1349.00
HOGAR-002778,ENHOGAR,2026-08-06,06,0606,R,46,M,7,1486.00
HOGAR-002779,ENHOGAR,2026-08-07,07,0707,U,53,X,2,1623.00
HOGAR-002780,ENHOGAR,2026-08-08,08,0808,U,60,NR,5,1760.00
HOGAR-002781,ENHOGAR,2026-08-09,09,0909,R,67,F,8,1897.00
HOGAR-002782,ENHOGAR,2026-08-10,10,1010,U,74,M,3,2034.00
HOGAR-002783,ENHOGAR,2026-08-11,11,1111,U,81,X,6,2171.00
HOGAR-002784,ENHOGAR,2026-08-12,12,1212,R,88,NR,1,2308.00
HOGAR-002785,ENHOGAR,2026-08-13,13,1313,U,22,F,4,2445.00
HOGAR-002786,ENHOGAR,2026-08-14,14,1414,U,29,M,7,2582.00
HOGAR-002787,ENHOGAR,2026-08-15,15,1515,R,36,X,2,2719.00
HOGAR-002788,ENHOGAR,2026-08-16,16,1616,U,43,NR,5,2856.00
HOGAR-002789,ENHOGAR,2026-08-17,17,1717,U,50,F,8,2993.00
HOGAR-002790,ENHOGAR,2026-08-18,18,1818,R,57,M,3,3130.00
HOGAR-002791,ENHOGAR,2026-08-19,19,1919,U,64,X,6,3267.00
HOGAR-002792,ENHOGAR,2026-08-20,20,2020,U,71,NR,1,3404.00
HOGAR-002793,ENHOGAR,2026-08-21,21,2121,R,78,F,4,3541.00
HOGAR-002794,ENHOGAR,2026-08-22,22,2222,U,85,M,7,3678.00
HOGAR-002795,ENHOGAR,2026-08-23,01,0123,U,19,X,2,3815.00
HOGAR-002796,ENHOGAR,2026-08-24,02,0224,R,26,NR,5,3952.00
HOGAR-002797,ENHOGAR,2026-08-25,03,0325,U,33,F,8,4089.00
HOGAR-002798,ENHOGAR,2026-08-26,04,0426,U,40,M,3,4226.00
HOGAR-002799,ENHOGAR,2026-08-27,05,0527,R,47,X,6,4363.00
HOGAR-002800,ENHOGAR,2026-08-28,06,0628,U,54,NR,1,4500.00
HOGAR-002801,ENHOGAR,2026-08-01,07,0729,U,61,F,4,4637.00
HOGAR-002802,ENHOGAR,2026-08-02,08,0830,R,68,M,7,4774.00
HOGAR-002803,ENHOGAR,2026-08-03,09,0931,U,75,X,2,4911.00
HOGAR-002804,ENHOGAR,2026-08-04,10,1032,U,82,NR,5,5048.00
HOGAR-002805,ENHOGAR,2026-08-05,11,1133,R,89,F,8,5185.00
HOGAR-002806,ENHOGAR,2026-08-06,12,1234,U,23,M,3,5322.00
HOGAR-002807,ENHOGAR,2026-08-07,13,1335,U,30,X,6,5459.00
HOGAR-002808,ENHOGAR,2026-08-08,14,1436,R,37,NR,1,5596.00
HOGAR-002809,ENHOGAR,2026-08-09,15,1537,U,44,F,4,5733.00
HOGAR-002810,ENHOGAR,2026-08-10,16,1638,U,51,M,7,5870.00
HOGAR-002811,ENHOGAR,2026-08-11,17,1739,R,58,X,2,6007.00
HOGAR-002812,ENHOGAR,2026-08-12,18,1840,U,65,NR,5,6144.00
HOGAR-002813,ENHOGAR,2026-08-13,19,1941,U,72,F,8,6281.00
HOGAR-002814,ENHOGAR,2026-08-14,20,2042,R,79,M,3,6418.00
HOGAR-002815,ENHOGAR,2026-08-15,21,2143,U,86,X,6,6555.00
HOGAR-002816,ENHOGAR,2026-08-16,22,2244,U,20,NR,1,6692.00
HOGAR-002817,ENHOGAR,2026-08-17,01,0145,R,27,F,4,6829.00
HOGAR-002818,ENHOGAR,2026-08-18,02,0246,U,34,M,7,6966.00
HOGAR-002819,ENHOGAR,2026-08-19,03,0347,U,41,X,2,7103.00
HOGAR-002820,ENHOGAR,2026-08-20,04,0448,R,48,NR,5,7240.00
HOGAR-002821,ENHOGAR,2026-08-21,05,0549,U,55,F,8,7377.00
HOGAR-002822,ENHOGAR,2026-08-22,06,0650,U,62,M,3,7514.00
HOGAR-002823,ENHOGAR,2026-08-23,07,0751,R,69,X,6,7651.00
HOGAR-002824,ENHOGAR,2026-08-24,08,0852,U,76,NR,1,7788.00
HOGAR-002825,ENHOGAR,2026-08-25,09,0953,U,83,F,4,7925.00
HOGAR-002826,ENHOGAR,2026-08-26,10,1054,R,90,M,7, 8062.00 
HOGAR-002827,ENHOGAR,2026-08-27,11,1155,U,24,X,2,8199.00
HOGAR-002828,ENHOGAR,2026-08-28,12,1256,U,31,NR,5,8336.00
HOGAR-002829,ENHOGAR,2026-08-01,13,1357,R,38,F,8,8473.00
HOGAR-002830,ENHOGAR,2026-08-02,14,1458,U,45,M,3,1010.00
HOGAR-002831,ENHOGAR,2026-08-03,15,1559,U,52,X,6,1147.00
HOGAR-002832,ENHOGAR,2026-08-04,16,1660,R,59,NR,1,1284.00
HOGAR-002833,ENHOGAR,2026-08-05,17,1761,U,66,F,4,1421.00
HOGAR-002834,ENHOGAR,2026-08-06,18,1862,U,73,M,7,1558.00
HOGAR-002835,ENHOGAR,2026-08-07,19,1963,R,80,X,2,1695.00
HOGAR-002836,ENHOGAR,2026-08-08,20,2064,U,87,NR,5,1832.00
HOGAR-002837,ENHOGAR,2026-08-09,21,2165,U,21,F,8,1969.00
HOGAR-002838,ENHOGAR,2026-08-10,22,2266,R,28,M,3,2106.00
HOGAR-002839,ENHOGAR,2026-08-11,01,0167,U,35,X,6,2243.00
HOGAR-002840,ENHOGAR,2026-08-12,02,0268,U,42,NR,1,2380.00
HOGAR-002841,ENHOGAR,2026-08-13,03,0369,R,49,F,4,2517.00
HOGAR-002842,ENHOGAR,2026-08-14,04,0470,U,56,M,7,2654.00
HOGAR-002843,ENHOGAR,2026-08-15,05,0571,U,63,X,2,2791.00
HOGAR-002844,ENHOGAR,2026-08-16,06,0672,R,70,NR,5,2928.00
HOGAR-002845,ENHOGAR,2026-08-17,07,0773,U,77,F,8,3065.00
HOGAR-002846,ENHOGAR,2026-08-18,08,0874,U,84,M,3,3202.00
HOGAR-002847,ENHOGAR,2026-08-19,09,0975,R,18,X,6,3339.00
HOGAR-002848,ENHOGAR,2026-08-20,10,1076,U,25,NR,1,3476.00
HOGAR-002849,ENHOGAR,2026-08-21,11,1177,U,32,F,4,3613.00
HOGAR-002850,ENHOGAR,2026-08-22,12,1278,R,39,M,7,3750.00
HOGAR-002851,ENHOGAR,2026-08-23,13,1379,U,46,X,2,3887.00
HOGAR-002852,ENHOGAR,2026-08-24,14,1480,U,53,NR,5,4024.00
HOGAR-002853,ENHOGAR,2026-08-25,15,1581,R,60,F,8,4161.00
HOGAR-002854,ENHOGAR,2026-08-26,16,1682,U,67,M,3,4298.00
HOGAR-002855,ENHOGAR,2026-08-27,17,1783,U,74,X,6,4435.00
HOGAR-002856,ENHOGAR,2026-08-28,18,1884,R,81,NR,1,4572.00
HOGAR-002857,ENHOGAR,2026-08-01,19,1985,U,88,F,4,4709.00
HOGAR-002858,ENHOGAR,2026-08-02,20,2086,U,22,M,7,4846.00
HOGAR-002859,ENHOGAR,2026-08-03,21,2187,R,29,X,2,4983.00
HOGAR-002860,ENHOGAR,2026-08-04,22,2288,U,36,NR,5,5120.00
HOGAR-002861,ENHOGAR,2026-08-05,01,0189,U,43,F,8,5257.00
HOGAR-002862,ENHOGAR,2026-08-06,02,0290,R,50,M,3,5394.00
HOGAR-002863,ENHOGAR,2026-08-07,03,0391,U,57,X,6,5531.00
HOGAR-002864,ENHOGAR,2026-08-08,04,0492,U,64,NR,1,5668.00
HOGAR-002865,ENHOGAR,2026-08-09,05,0593,R,71,F,4,5805.00
HOGAR-002866,ENHOGAR,2026-08-10,06,0694,U,78,M,7,5942.00
HOGAR-002867,ENHOGAR,2026-08-11,07,0795,U,85,X,2,6079.00
HOGAR-002868,ENHOGAR,2026-08-12,08,0896,R,19,NR,5,6216.00
HOGAR-002869,ENHOGAR,2026-08-13,09,0997,U,26,F,8,6353.00
HOGAR-002870,ENHOGAR,2026-08-14,10,1098,U,33,M,3,6490.00
HOGAR-002871,ENHOGAR,2026-08-15,11,1199,R,40,X,6,6627.00
HOGAR-002872,ENHOGAR,2026-08-16,12,1201,U,47,NR,1,6764.00
HOGAR-002873,ENHOGAR,2026-08-17,13,1302,U,54,F,4,6901.00
HOGAR-002874,ENHOGAR,2026-08-18,14,1403,R,61,M,7,7038.00
HOGAR-002875,ENHOGAR,2026-08-19,15,1504,U,68,X,2,7175.00
HOGAR-002876,ENHOGAR,2026-08-20,16,1605,U,75,NR,5,7312.00
HOGAR-002877,ENHOGAR,2026-08-21,17,1706,R,82,F,8,7449.00
HOGAR-002878,ENHOGAR,2026-08-22,18,1807,U,89,M,3,7586.00
HOGAR-002879,ENHOGAR,2026-08-23,19,1908,U,23,X,6,7723.00
HOGAR-002880,ENHOGAR,2026-08-24,20,2009,R,30,NR,1,7860.00
HOGAR-002881,ENHOGAR,2026-08-25,21,2110,U,37,F,4,7997.00
HOGAR-002882,ENHOGAR,2026-08-26,22,2211,U,44,M,7,8134.00
HOGAR-002883,ENHOGAR,2026-08-27,01,0112,R,51,X,2,8271.00
HOGAR-002884,ENHOGAR,2026-08-28,02,0213,U,58,NR,5,8408.00
HOGAR-002885,ENHOGAR,2026-08-01,03,0314,U,65,F,8,945.00
HOGAR-002886,ENHOGAR,2026-08-02,04,0415,R,72,M,3,1082.00
HOGAR-002887,ENHOGAR,2026-08-03,05,0516,U,79,X,6,1219.00
HOGAR-002888,ENHOGAR,2026-08-04,06,0617,U,86,NR,1,1356.00
HOGAR-002889,ENHOGAR,2026-08-05,07,0718,R,20,F,4,1493.00
HOGAR-002890,ENHOGAR,2026-08-06,08,0819,U,27,M,7,1630.00
HOGAR-002891,ENHOGAR,2026-08-07,09,0920,U,34,X,2,1767.00
HOGAR-002892,ENHOGAR,2026-08-08,10,1021,R,41,NR,5,1904.00
HOGAR-002893,ENHOGAR,2026-08-09,11,1122,U,48,F,8,2041.00
HOGAR-002894,ENHOGAR,2026-08-10,12,1223,U,55,M,3,2178.00
HOGAR-002895,ENHOGAR,2026-08-11,13,1324,R,62,X,6,2315.00
HOGAR-002896,ENHOGAR,2026-08-12,14,1425,U,69,NR,1,2452.00
HOGAR-002897,ENHOGAR,2026-08-13,15,1526,U,76,F,4,2589.00
HOGAR-002898,ENHOGAR,2026-08-14,16,1627,R,83,M,7,2726.00
HOGAR-002899,ENHOGAR,2026-08-15,17,1728,U,90,X,2,2863.00
HOGAR-002900,ENHOGAR,2026-08-16,18,1829,U,24,NR,5,3000.00
HOGAR-002901,ENHOGAR,2026-08-17,19,1930,R,31,F,8,3137.00
HOGAR-002902,ENHOGAR,2026-08-18,20,2031,U,38,M,3,3274.00
HOGAR-002903,ENHOGAR,2026-08-19,21,2132,U,45,X,6,3411.00
HOGAR-002904,ENHOGAR,2026-08-20,22,2233,R,52,NR,1,3548.00
HOGAR-002905,ENHOGAR,2026-08-21,01,0134,U,59,F,4,3685.00
HOGAR-002906,ENHOGAR,2026-08-22,02,0235,U,66,M,7,3822.00
HOGAR-002907,ENHOGAR,2026-08-23,03,0336,R,73,X,2,3959.00
HOGAR-002908,ENHOGAR,2026-08-24,04,0437,U,80,NR,5,4096.00
HOGAR-002909,ENHOGAR,2026-08-25,05,0538,U,87,F,8,4233.00
HOGAR-002910,ENHOGAR,2026-08-26,06,0639,R,21,M,3,4370.00
HOGAR-002911,ENHOGAR,2026-08-27,07,0740,U,28,X,6,4507.00
HOGAR-002912,ENHOGAR,2026-08-28,08,0841,U,35,NR,1,4644.00
HOGAR-002913,ENHOGAR,2026-08-01,09,0942,R,42,F,4,4781.00
HOGAR-002914,ENHOGAR,2026-08-02,10,1043,U,49,M,7,4918.00
HOGAR-002915,ENHOGAR,2026-08-03,11,1144,U,56,X,2,5055.00
HOGAR-002916,ENHOGAR,2026-08-04,12,1245,R,63,NR,5,5192.00
HOGAR-002917,ENHOGAR,2026-08-05,13,1346,U,70,F,8,5329.00
HOGAR-002918,ENHOGAR,2026-08-06,14,1447,U,77,M,3,5466.00
HOGAR-002919,ENHOGAR,2026-08-07,15,1548,R,84,X,6,5603.00
HOGAR-002920,ENHOGAR,2026-08-08,16,1649,U,18,NR,1,5740.00
HOGAR-002921,ENHOGAR,2026-08-09,17,1750,U,25,F,4,5877.00
HOGAR-002922,ENHOGAR,2026-08-10,18,1851,R,32,M,7,6014.00
HOGAR-002923,ENHOGAR,2026-08-11,19,1952,U,39,X,2,6151.00
HOGAR-002924,ENHOGAR,2026-08-12,20,2053,U,46,NR,5,6288.00
HOGAR-002925,ENHOGAR,2026-08-13,21,2154,R,53,F,8,6425.00
HOGAR-002926,ENHOGAR,2026-08-14,22,2255,U,60,M,3,6562.00
HOGAR-002927,ENHOGAR,2026-08-15,01,0156,U,67,X,6,6699.00
HOGAR-002928,ENHOGAR,2026-08-16,02,0257,R,74,NR,1,6836.00
HOGAR-002929,ENHOGAR,2026-08-17,03,0358,U,81,F,4,6973.00
HOGAR-002930,,2026-08-18,04,0459,U,88,M,7,7110.00
HOGAR-002931,ENHOGAR,2026-08-19,05,0560,R,22,X,2,7247.00
HOGAR-002932,ENHOGAR,2026-08-20,06,0661,U,29,Z,5,7384.00
HOGAR-002933,ENHOGAR,2027-01-01,07,0762,U,36,F,8,7521.00
HOGAR-002934,ENHOGAR,2026-08-22,08,0863,R,43,M,3,7658.00
HOGAR-002935,ENHOGAR,2026-08-23,09,0964,U,50,X,6,7795.00
HOGAR/002936,ENHOGAR,2026-08-24,10,1065,U,57,NR,1,7932.00
HOGAR-002937,ENHOGAR,2026-08-25,11,1166,R,64,F,4,8069.00
HOGAR-002938,ENHOGAR,2026-08-26,12,1267,U,71,M,7,8206.00
HOGAR-002939,ENHOGAR,2026-08-27,13,1368,U,78,X,2,8343.00
HOGAR-002940,ENHOGAR,2026-08-28,14,1469,R,85,NR,5,8480.00
HOGAR-002941,ENHOGAR,2026-08-01,15,1570,U,19,F,8,1017.00
HOGAR-002942,ENHOGAR,2026-08-02,16,1671,U,26,M,3,1154.00
HOGAR-002943,ENHOGAR,2026-08-03,17,1772,R,33,X,6,1291.00
HOGAR-002944,ENHOGAR,2026-08-04,18,1873,U,40,NR,1,1428.00
HOGAR-002945,ENHOGAR,2026-08-05,19,1974,U,47,F,4,1565.00
HOGAR-002946,ENHOGAR,2026-08-06,20,2075,R,54,M,7,1702.00
HOGAR-002947,ENHOGAR,2026-08-07,21,2176,U,61,X,2,1839.00
HOGAR-002948,ENHOGAR,2026-08-08,22,2277,U,68,NR,5,1976.00
HOGAR-002949,ENHOGAR,2026-08-09,01,0178,R,75,F,8,2113.00
HOGAR-002950,ENHOGAR,2026-08-10,02,0279,U,82,M,3,2250.00
HOGAR-002951,ENHOGAR,2026-08-11,03,0380,U,89,X,6,2387.00
HOGAR-002952,ENHOGAR,2026-08-12,04,0481,R,23,NR,1,2524.00
HOGAR-002953,ENHOGAR,2026-08-13,05,0582,U,30,F,4,2661.00
HOGAR-002954,ENHOGAR,2026-08-14,06,0683,U,37,M,7,2798.00
HOGAR-002955,ENHOGAR,2026-08-15,07,0784,R,44,X,2,2935.00
HOGAR-002956,ENHOGAR,2026-08-16,08,0885,U,51,NR,5,3072.00
HOGAR-002957,ENHOGAR,2026-08-17,09,0986,U,58,F,8,3209.00
HOGAR-002958,ENHOGAR,2026-08-18,10,1087,R,65,M,3,3346.00
HOGAR-002959,ENHOGAR,2026-08-19,11,1188,U,72,X,6,3483.00
HOGAR-002960,ENHOGAR,2026-08-20,12,1289,U,79,NR,1,3620.00
HOGAR-002961,ENHOGAR,2026-08-21,13,1390,R,86,F,4,3757.00
HOGAR-002962,ENHOGAR,2026-08-22,14,1491,U,20,M,7,3894.00
HOGAR-002963,ENHOGAR,2026-08-23,15,1592,U,27,X,2,4031.00
HOGAR-002964,ENHOGAR,2026-08-24,16,1693,R,34,NR,5,4168.00
HOGAR-002965,ENHOGAR,2026-08-25,17,1794,U,41,F,8,4305.00
HOGAR-002966,ENHOGAR,2026-08-26,18,1895,U,48,M,3,4442.00
HOGAR-002967,ENHOGAR,2026-08-27,19,1996,R,55,X,6,4579.00
HOGAR-002968,ENHOGAR,2026-08-28,20,2097,U,62,NR,1,4716.00
HOGAR-002969,ENHOGAR,2026-08-01,21,2198,U,69,F,4,4853.00
HOGAR-002970,ENHOGAR,2026-08-02,22,2299,R,76,M,7,4990.00
